date,constituency,code,households,owned,owned_outright,owned_mortgage,owned_shared_ownership,rented_social,rented_social_local_authority,rented_social_other,rented_private,rented_private_landlord,rented_private_other,rent_free
2011,Carlisle,E14000620,38995,26006,12749,13257,311,6478,1127,5351,5693,5147,546,507
2011,Cheadle,E14000627,37565,31450,16028,15422,220,2314,1277,1037,3229,2885,344,352
2011,Chorley,E14000637,40563,30118,13951,16167,221,5630,1309,4321,4213,3743,470,381
2011,City of Chester,E14000640,41003,26079,13079,13000,353,6645,1931,4714,7374,6685,689,552
2011,Congleton,E14000646,39691,31091,15994,15097,162,4114,797,3317,3896,3530,366,428
2011,Copeland,E14000647,34999,24845,13457,11388,125,6242,2265,3977,3235,2784,451,552
2011,Crewe and Nantwich,E14000653,45340,32168,15359,16809,196,5784,1894,3890,6751,6254,497,441
2011,Denton and Reddish,E14000661,37964,25601,11326,14275,155,6809,2180,4629,4973,4488,485,426
2011,Eddisbury,E14000686,35560,26359,13591,12768,267,4397,1704,2693,4031,3569,462,506
2011,Ellesmere Port and Neston,E14000688,37326,26940,12646,14294,212,6322,5158,1164,3432,3116,316,420
2011,Fylde,E14000706,37288,27534,14935,12599,142,2907,509,2398,6235,5561,674,470
2011,Garston and Halewood,E14000708,42669,25564,11969,13595,292,11415,2578,8837,4865,4469,396,533
2011,Halton,E14000725,40755,26172,11627,14545,155,9586,2217,7369,4383,4012,371,459
2011,Hazel Grove,E14000738,34098,26285,13548,12737,274,4298,2509,1789,2916,2591,325,325
2011,Heywood and Middleton,E14000747,44919,29161,13090,16071,235,9574,5575,3999,5395,4874,521,554
2011,Hyndburn,E14000758,39260,26535,13023,13512,94,5128,1563,3565,7037,6428,609,466
2011,Knowsley,E14000775,43800,26152,11025,15127,177,12455,5578,6877,4416,4076,340,600
2011,Lancaster and Fleetwood,E14000776,34277,22770,11886,10884,190,4104,1675,2429,6727,6103,624,486
2011,Leigh,E14000785,44748,30349,13280,17069,165,7780,6565,1215,5913,5419,494,541
2011,"Liverpool, Riverside",E14000793,52273,15450,7162,8288,445,16674,2316,14358,19094,17537,1557,610
2011,"Liverpool, Walton",E14000794,41041,19326,8401,10925,137,12347,2343,10004,8633,8141,492,598
2011,"Liverpool, Wavertree",E14000795,40221,21201,9904,11297,138,8025,973,7052,10319,9731,588,538
2011,"Liverpool, West Derby",E14000796,38693,21184,8704,12480,175,10820,2455,8365,6006,5593,413,508
2011,Macclesfield,E14000802,40935,30501,15223,15278,232,4762,1110,3652,4986,4551,435,454
2011,Makerfield,E14000805,40952,30507,13932,16575,64,5903,5055,848,4023,3679,344,455
2011,Manchester Central,E14000807,56485,15315,6021,9294,368,20282,8696,11586,19534,18548,986,986
2011,"Manchester, Gorton",E14000808,40300,15765,6620,9145,312,10293,2978,7315,13218,12488,730,712
2011,"Manchester, Withington",E14000809,40885,19216,7886,11330,261,7768,2513,5255,13145,12585,560,495
2011,Morecambe and Lunesdale,E14000825,39036,27869,14748,13121,246,3814,2346,1468,6620,5987,633,487
2011,Oldham East and Saddleworth,E14000870,41244,27121,12755,14366,194,8025,4310,3715,5336,4735,601,568
2011,Oldham West and Royton,E14000871,39456,24852,11510,13342,142,9415,3756,5659,4501,3953,548,546
2011,Pendle,E14000875,37348,25580,13435,12145,73,4333,2104,2229,6760,6192,568,602
2011,Penrith and The Border,E14000877,35686,25636,15428,10208,237,3752,530,3222,5241,4596,645,820
2011,Preston,E14000885,39104,19569,8706,10863,257,9887,2178,7709,8757,8150,607,634
2011,Ribble Valley,E14000894,40823,32106,16433,15673,205,3059,452,2607,4954,4318,636,499
2011,Rochdale,E14000897,42633,24988,11244,13744,105,10673,8096,2577,6161,5637,524,706
2011,Rossendale and Darwen,E14000902,41320,29325,12939,16386,157,5121,1699,3422,6227,5621,606,490
2011,Salford and Eccles,E14000911,49961,22592,9759,12833,256,14414,9422,4992,11927,11333,594,772
2011,Sefton Central,E14000916,35465,30324,16656,13668,80,2118,735,1383,2603,2294,309,340
2011,South Ribble,E14000943,40330,31918,15762,16156,267,4180,580,3600,3584,3173,411,381
2011,Southport,E14000958,39879,28913,15560,13353,298,2798,407,2391,7439,6883,556,431
2011,St Helens North,E14000962,41540,27957,13874,14083,242,8886,2743,6143,3860,3485,375,595
2011,St Helens South and Whiston,E14000963,43337,28961,14011,14950,231,8793,2951,5842,4813,4424,389,539
2011,Stalybridge and Hyde,E14000967,39576,25430,10787,14643,157,8669,2348,6321,4905,4423,482,415
2011,Stockport,E14000969,37804,23114,9712,13402,398,8211,5736,2475,5684,5286,398,397
2011,Stretford and Urmston,E14000979,40964,26359,11889,14470,233,9063,2626,6437,4838,4454,384,471
2011,Tatton,E14000987,36439,27441,14242,13199,199,4114,920,3194,4210,3843,367,475
2011,Wallasey,E14001010,39425,25490,11799,13691,137,5552,1649,3903,7849,7278,571,397
2011,Warrington North,E14001017,40394,27310,12108,15202,327,8238,3746,4492,4174,3741,433,345
2011,Warrington South,E14001018,44746,33605,15098,18507,310,5080,2401,2679,5375,4942,433,376
2011,Weaver Vale,E14001024,37146,25916,11650,14266,413,6666,1538,5128,3821,3457,364,330
2011,West Lancashire,E14001033,38731,27523,13307,14216,221,6311,5464,847,4166,3770,396,510
2011,Westmorland and Lonsdale,E14001037,37611,27120,16763,10357,203,3991,2469,1522,5552,4880,672,745
2011,Wigan,E14001039,44107,27907,13404,14503,83,10080,8636,1444,5325,4888,437,712
2011,Wirral South,E14001043,31022,24496,12797,11699,82,2913,1008,1905,3228,2941,287,303
2011,Wirral West,E14001044,30107,23668,12620,11048,135,2973,1356,1617,3008,2691,317,323
2011,Workington,E14001053,34586,23658,13169,10489,166,6999,963,6036,3237,2820,417,526
2011,Worsley and Eccles South,E14001054,42957,25958,11125,14833,174,11087,6887,4200,5097,4649,448,641
2011,Wyre and Preston North,E14001057,37620,31403,17245,14158,262,1727,159,1568,3774,3340,434,454
2011,Wythenshawe and Sale East,E14001059,45987,23567,9302,14265,279,15210,5682,9528,6322,5808,514,609
2011,Barnsley Central,E14000541,37871,23847,11166,12681,186,7992,6716,1276,5223,4805,418,623
2011,Barnsley East,E14000542,39031,24492,11415,13077,162,9015,7964,1051,4729,4337,392,633
2011,Batley and Spen,E14000548,43571,29215,13188,16027,146,7152,5390,1762,6263,5659,604,795
2011,Beverley and Holderness,E14000556,42949,32441,16676,15765,129,4112,3175,937,5557,4888,669,710
2011,Bradford East,E14000587,40281,23904,10222,13682,284,7495,2853,4642,7892,7215,677,706
2011,Bradford South,E14000588,40818,25830,10258,15572,164,7253,3225,4028,7004,6418,586,567
2011,Bradford West,E14000589,36963,20745,9519,11226,221,6394,2174,4220,8964,8358,606,639
2011,Brigg and Goole,E14000596,36884,26849,13198,13651,96,4384,2527,1857,5006,4540,466,549
2011,Calder Valley,E14000614,45823,31991,15115,16876,237,5979,2086,3893,7022,6362,660,594
2011,Cleethorpes,E14000643,40653,29712,14542,15170,90,4072,1314,2758,6350,5797,553,429
2011,Colne Valley,E14000645,46419,33964,16550,17414,141,4451,3592,859,7189,6529,660,674
2011,Dewsbury,E14000666,43033,29601,14386,15215,165,6902,5845,1057,5563,4998,565,802
2011,Don Valley,E14000667,40612,28451,13943,14508,149,6524,5691,833,4797,4286,511,691
2011,Doncaster Central,E14000668,44497,27628,12829,14799,117,7796,6379,1417,8208,7544,664,748
2011,Doncaster North,E14000669,41378,26681,12481,14200,152,8083,7103,980,5769,5254,515,693
2011,East Yorkshire,E14000683,43945,31439,17519,13920,156,4102,3158,944,7422,6743,679,826
2011,Elmet and Rothwell,E14000689,42308,32417,15998,16419,129,5404,4526,878,3780,3424,356,578
2011,Great Grimsby,E14000716,38612,23330,10235,13095,147,7157,2444,4713,7580,6968,612,398
2011,Halifax,E14000723,42798,26990,12556,14434,160,7515,2667,4848,7523,6752,771,610
2011,Haltemprice and Howden,E14000724,36912,30425,15658,14767,100,2404,2088,316,3540,3209,331,443
2011,Harrogate and Knaresborough,E14000730,44001,31335,15934,15401,273,4033,2203,1830,7800,7152,648,560
2011,Hemsworth,E14000740,40115,26072,12386,13686,189,9034,6572,2462,4422,3920,502,398
2011,Huddersfield,E14000756,40502,23581,11445,12136,160,8020,6059,1961,7926,7337,589,815
2011,Keighley,E14000766,39785,28846,14251,14595,246,3901,1502,2399,6236,5676,560,556
2011,Kingston upon Hull East,E14000771,40028,22178,9063,13115,175,11202,8825,2377,5853,5398,455,620
2011,Kingston upon Hull North,E14000772,39439,19028,7460,11568,121,10840,8001,2839,8937,8228,709,513
2011,Kingston upon Hull West and Hessle,E14000773,39435,19246,7881,11365,224,10194,7525,2669,9170,8692,478,601
2011,Leeds Central,E14000777,57208,18085,7029,11056,328,19442,14709,4733,18307,17508,799,1046
2011,Leeds East,E14000778,39385,20519,9124,11395,123,13004,10130,2874,5025,4638,387,714
2011,Leeds North East,E14000779,39182,25087,11750,13337,156,7093,4361,2732,6271,5825,446,575
2011,Leeds North West,E14000780,33744,20307,10414,9893,118,5110,3622,1488,7786,7332,454,423
2011,Leeds West,E14000781,41147,21185,8362,12823,225,11910,9952,1958,7223,6654,569,604
2011,Morley and Outwood,E14000826,41718,30369,12292,18077,214,5439,4009,1430,5222,4722,500,474
2011,"Normanton, Pontefract and Castleford",E14000836,46607,29400,12989,16411,247,11759,8769,2990,4791,4297,494,410
2011,Penistone and Stocksbridge,E14000876,37846,28697,14076,14621,111,5564,5009,555,3082,2748,334,392
2011,Pudsey,E14000886,38524,28100,12706,15394,215,4682,3963,719,4990,4483,507,537
2011,Richmond (Yorks),E14000895,44047,29511,16839,12672,186,5488,1698,3790,7928,5606,2322,934
2011,Rother Valley,E14000903,39686,29391,14096,15295,87,5364,4352,1012,4247,3833,414,597
2011,Rotherham,E14000904,37358,20928,9650,11278,110,11018,9024,1994,4561,4196,365,741
2011,Scarborough and Whitby,E14000913,44001,28493,16590,11903,269,5629,1078,4551,8858,8102,756,752
2011,Scunthorpe,E14000914,37162,24050,11115,12935,92,7181,3379,3802,5321,4798,523,518
2011,Selby and Ainsty,E14000917,39532,29760,14036,15724,230,4520,3160,1360,4416,3950,466,606
2011,Sheffield Central,E14000919,44984,16345,7287,9058,287,11494,5395,6099,16196,15215,981,662
2011,Sheffield South East,E14000920,39083,25554,11142,14412,199,9468,7342,2126,3536,3102,434,326
2011,"Sheffield, Brightside and Hillsborough",E14000921,43511,21712,9420,12292,131,16301,11510,4791,4940,4472,468,427
2011,"Sheffield, Hallam",E14000922,36519,28237,15002,13235,81,3134,2375,759,4766,4188,578,301
2011,"Sheffield, Heeley",E14000923,42194,24371,10955,13416,132,12824,10670,2154,4544,4049,495,323
2011,Shipley,E14000925,41449,30225,14237,15988,250,4470,1975,2495,5974,5468,506,530
2011,Skipton and Ripon,E14000928,42778,30527,17473,13054,209,3958,1705,2253,7133,6052,1081,951
2011,Thirsk and Malton,E14000993,42235,29058,17653,11405,190,5019,423,4596,6916,5924,992,1052
2011,Wakefield,E14001009,41072,24217,11101,13116,148,10629,7645,2984,5656,5179,477,422
2011,Wentworth and Dearne,E14001028,40872,25970,11929,14041,149,9064,7635,1429,5054,4625,429,635
2011,York Central,E14001061,45282,24022,11446,12576,346,8568,6398,2170,11695,10877,818,651
2011,York Outer,E14001062,38270,31205,16905,14300,285,3111,983,2128,3285,2810,475,384
2011,Amber Valley,E14000533,37829,27414,13905,13509,121,5430,2270,3160,4338,3924,414,526
2011,Ashfield,E14000535,43405,29988,14833,15155,201,7168,5644,1524,5453,4934,519,595
2011,Bassetlaw,E14000546,44005,30293,14772,15521,150,7201,5859,1342,5587,5030,557,774
2011,Bolsover,E14000577,40914,27284,13555,13729,100,7996,6692,1304,4942,4465,477,592
2011,Boston and Skegness,E14000582,43799,27818,15555,12263,406,7242,2282,4960,7692,7027,665,641
2011,Bosworth,E14000583,42552,32357,15635,16722,262,4563,3162,1401,4947,4462,485,423
2011,Broxtowe,E14000607,40515,29764,14985,14779,144,4239,3427,812,5907,5298,609,461
2011,Charnwood,E14000625,39040,31863,16166,15697,250,2756,1793,963,3758,3366,392,413
2011,Chesterfield,E14000632,42181,26661,13672,12989,152,9619,8238,1381,5331,4861,470,418
2011,Corby,E14000648,45062,29876,12430,17446,196,7958,4898,3060,6400,5878,522,632
2011,Daventry,E14000660,38307,27920,13256,14664,293,5121,1493,3628,4445,4014,431,528
2011,Derby North,E14000662,41882,25295,12139,13156,398,8278,5323,2955,7433,6920,513,478
2011,Derby South,E14000663,43537,23673,11037,12636,359,10819,6308,4511,8094,7533,561,592
2011,Derbyshire Dales,E14000664,34003,24790,15125,9665,244,3968,1413,2555,4290,3811,479,711
2011,Erewash,E14000695,41013,29047,13205,15842,219,5672,1808,3864,5601,5169,432,474
2011,Gainsborough,E14000707,39490,28678,15161,13517,376,4362,936,3426,5401,4728,673,673
2011,Gedling,E14000710,40286,29781,14457,15324,231,4307,1763,2544,5570,5046,524,397
2011,Grantham and Stamford,E14000714,44858,30111,14390,15721,406,6425,5075,1350,7151,6571,580,765
2011,Harborough,E14000728,39736,31237,15992,15245,391,3279,1402,1877,4426,4026,400,403
2011,High Peak,E14000748,38946,28059,13693,14366,229,4945,3836,1109,5231,4706,525,482
2011,Kettering,E14000769,39701,27562,12070,15492,342,5187,3506,1681,6048,5533,515,562
2011,Leicester East,E14000782,38145,22190,10495,11695,243,8270,5445,2825,6836,6242,594,606
2011,Leicester South,E14000783,43565,20131,9932,10199,195,10492,6325,4167,12041,11411,630,706
2011,Leicester West,E14000784,41415,18849,7591,11258,336,12508,9278,3230,9122,8554,568,600
2011,Lincoln,E14000792,45114,25781,11588,14193,237,9197,7769,1428,9237,8245,992,662
2011,Loughborough,E14000797,38941,26050,12692,13358,322,5592,3686,1906,6537,6047,490,440
2011,Louth and Horncastle,E14000798,43277,30930,19025,11905,295,4312,969,3343,7005,6081,924,735
2011,Mansfield,E14000810,44928,29908,14658,15250,169,8199,6208,1991,6115,5616,499,537
2011,Mid Derbyshire,E14000814,36039,29079,14953,14126,210,2638,1352,1286,3762,3389,373,350
2011,Newark,E14000829,41691,30268,15462,14806,275,5161,3664,1497,5430,4918,512,557
2011,North East Derbyshire,E14000843,39572,28096,15000,13096,164,7963,7194,769,2999,2636,363,350
2011,North West Leicestershire,E14000858,39128,28360,13581,14779,302,5598,4181,1417,4411,3997,414,457
2011,Northampton North,E14000861,35568,23472,10304,13168,234,5939,4776,1163,5506,5019,487,417
2011,Northampton South,E14000862,40469,22513,8957,13556,598,8361,6114,2247,8459,7906,553,538
2011,Nottingham East,E14000865,42068,16820,7142,9678,236,11883,6605,5278,12479,11833,646,650
2011,Nottingham North,E14000866,41571,20220,8213,12007,191,15310,12611,2699,5215,4790,425,635
2011,Nottingham South,E14000867,42492,19827,9797,10030,359,10293,6960,3333,11404,10677,727,609
2011,Rushcliffe,E14000908,39331,30051,15480,14571,282,3223,891,2332,5408,4981,427,367
2011,Rutland and Melton,E14000909,41882,30376,15999,14377,435,4407,2225,2182,5968,4990,978,696
2011,Sherwood,E14000924,40142,29236,14584,14652,149,5586,3660,1926,4566,4058,508,605
2011,Sleaford and North Hykeham,E14000929,47498,35658,18095,17563,252,4934,3876,1058,5916,4903,1013,738
2011,South Derbyshire,E14000935,38992,29416,13237,16179,131,3877,2984,893,5087,4603,484,481
2011,South Holland and The Deepings,E14000939,42935,31413,16640,14773,308,5296,4131,1165,5328,4722,606,590
2011,South Leicestershire,E14000940,41157,32744,14924,17820,326,3507,808,2699,4218,3768,450,362
2011,South Northamptonshire,E14000942,43820,33288,13561,19727,644,3900,1201,2699,5422,4940,482,566
2011,Wellingborough,E14001025,44803,30518,13281,17237,381,7442,2008,5434,5927,5389,538,535
2011,Aldridge-Brownhills,E14000531,32230,24364,12537,11827,212,4687,2141,2546,2643,2349,294,324
2011,"Birmingham, Edgbaston",E14000560,39709,20440,10013,10427,434,10006,7180,2826,8026,7555,471,803
2011,"Birmingham, Erdington",E14000561,41008,21091,8791,12300,536,11844,6972,4872,6854,6444,410,683
2011,"Birmingham, Hall Green",E14000562,39244,22867,11448,11419,192,6997,2872,4125,8483,7977,506,705
2011,"Birmingham, Hodge Hill",E14000563,39483,21008,10127,10881,414,11140,8271,2869,5991,5535,456,930
2011,"Birmingham, Ladywood",E14000564,47748,13699,6290,7409,531,18235,10738,7497,14149,13502,647,1134
2011,"Birmingham, Northfield",E14000565,43207,24583,10842,13741,553,12999,9728,3271,4431,4021,410,641
2011,"Birmingham, Perry Barr",E14000566,37878,23435,11405,12030,182,6729,2464,4265,6917,6425,492,615
2011,"Birmingham, Selly Oak",E14000567,41125,23258,10702,12556,601,8963,5940,3023,7712,7170,542,591
2011,"Birmingham, Yardley",E14000568,41447,24560,10740,13820,300,9348,7386,1962,6558,6053,505,681
2011,Bromsgrove,E14000605,38290,30436,15554,14882,248,3819,1139,2680,3370,3035,335,417
2011,Burton,E14000610,42692,29087,14390,14697,250,6130,1921,4209,6695,6130,565,530
2011,Cannock Chase,E14000618,40664,28106,12388,15718,248,6880,5291,1589,4938,4509,429,492
2011,Coventry North East,E14000649,44157,24984,11624,13360,293,8858,2886,5972,9452,8780,672,570
2011,Coventry North West,E14000650,42766,28407,13670,14737,245,5244,1818,3426,8404,7705,699,466
2011,Coventry South,E14000651,41669,24489,12350,12139,212,7812,2284,5528,8647,7976,671,509
2011,Dudley North,E14000671,33135,20860,10553,10307,264,8433,6957,1476,2937,2653,284,641
2011,Dudley South,E14000672,33142,22630,11601,11029,101,6794,6054,740,3099,2851,248,518
2011,Halesowen and Rowley Regis,E14000722,36549,24848,12341,12507,185,7395,6003,1392,3516,3197,319,605
2011,Hereford and South Herefordshire,E14000743,41731,27367,15043,12324,410,6694,2228,4466,6572,5765,807,688
2011,Kenilworth and Southam,E14000767,34277,26347,14140,12207,234,3398,1372,2026,3824,3350,474,474
2011,Lichfield,E14000791,38638,29314,15066,14248,240,4916,625,4291,3746,3308,438,422
2011,Ludlow,E14000799,37009,25616,15909,9707,283,4526,1739,2787,5718,5116,602,866
2011,Meriden,E14000812,45081,30962,15297,15665,312,9357,7542,1815,4119,3774,345,331
2011,Mid Worcestershire,E14000818,39645,28657,14793,13864,175,5957,678,5279,4341,3894,447,515
2011,Newcastle-under-Lyme,E14000834,37774,25033,12556,12477,192,7894,2794,5100,4172,3732,440,483
2011,North Herefordshire,E14000847,36588,25647,15824,9823,360,4209,464,3745,5575,4915,660,797
2011,North Shropshire,E14000849,42986,30138,16149,13989,267,5662,2243,3419,6233,5423,810,686
2011,North Warwickshire,E14000854,37641,27321,12935,14386,240,5398,4027,1371,4250,3827,423,432
2011,Nuneaton,E14000868,38088,26660,12152,14508,200,5711,4260,1451,5147,4678,469,370
2011,Redditch,E14000892,37003,24691,10333,14358,141,7475,5716,1759,4269,3883,386,427
2011,Rugby,E14000905,40632,28132,13345,14787,386,5873,3718,2155,5788,5184,604,453
2011,Shrewsbury and Atcham,E14000926,43646,30015,15761,14254,251,6295,1743,4552,6439,5809,630,646
2011,Solihull,E14000931,40975,32597,16930,15667,215,3477,2657,820,4383,4021,362,303
2011,South Staffordshire,E14000945,38466,29113,15323,13790,227,5575,579,4996,3095,2756,339,456
2011,Stafford,E14000965,40292,27943,13897,14046,243,6112,1701,4411,5491,4730,761,503
2011,Staffordshire Moorlands,E14000966,33470,26672,14898,11774,98,2954,1017,1937,3306,2907,399,440
2011,Stoke-on-Trent Central,E14000972,36504,19193,9278,9915,199,9870,6322,3548,6633,6080,553,609
2011,Stoke-on-Trent North,E14000973,41443,25600,12330,13270,111,9436,6819,2617,5607,5201,406,689
2011,Stoke-on-Trent South,E14000974,38294,25369,12188,13181,131,8215,7071,1144,3987,3613,374,592
2011,Stone,E14000975,35839,28174,15134,13040,99,3293,1217,2076,3741,3294,447,532
2011,Stourbridge,E14000976,37493,26925,13467,13458,257,5961,5236,725,3767,3433,334,583
2011,Stratford-on-Avon,E14000977,38624,27584,15386,12198,457,4861,433,4428,5156,4660,496,566
2011,Sutton Coldfield,E14000985,39887,31675,16058,15617,197,3331,1907,1424,4284,3965,319,400
2011,Tamworth,E14000986,38762,27208,11856,15352,170,6875,4568,2307,4119,3713,406,390
2011,Telford,E14000989,36426,22046,8857,13189,168,7985,3324,4661,5831,5321,510,396
2011,The Wrekin,E14000992,36215,24290,11428,12862,153,6086,2818,3268,5179,4399,780,507
2011,Walsall North,E14001011,38189,21096,9932,11164,228,11796,5188,6608,4538,4210,328,531
2011,Walsall South,E14001012,37403,21805,11047,10758,161,9484,3445,6039,5388,4974,414,565
2011,Warley,E14001016,35376,19942,9319,10623,187,8763,6928,1835,5688,5307,381,796
2011,Warwick and Leamington,E14001019,41743,25760,11838,13922,403,6683,4453,2230,8443,7929,514,454
2011,West Bromwich East,E14001029,34834,20287,10302,9985,176,9641,8016,1625,4025,3727,298,705
2011,West Bromwich West,E14001030,35679,19665,8424,11241,231,10768,9058,1710,4272,4013,259,743
2011,West Worcestershire,E14001035,39752,28567,16916,11651,306,5632,638,4994,4588,4105,483,659
2011,Wolverhampton North East,E14001049,36650,19783,9448,10335,157,12289,10498,1791,3731,3407,324,690
2011,Wolverhampton South East,E14001050,35388,19167,9864,9303,124,11321,9406,1915,4081,3786,295,695
2011,Wolverhampton South West,E14001051,35296,22144,11733,10411,145,6441,4101,2340,6017,5664,353,549
2011,Worcester,E14001052,42042,27077,12181,14896,436,6438,2356,4082,7645,7093,552,446
2011,Wyre Forest,E14001058,42985,30360,16196,14164,259,6205,2885,3320,5660,5155,505,501
2011,Basildon and Billericay,E14000544,37404,24912,11520,13392,204,8330,5343,2987,3602,3298,304,356
2011,Bedford,E14000552,41060,24312,11504,12808,335,7961,968,6993,7972,7414,558,480
2011,Braintree,E14000590,40475,28019,12581,15438,246,6213,1456,4757,5546,5037,509,451
2011,Brentwood and Ongar,E14000594,38628,28902,14590,14312,224,4792,3628,1164,4219,3843,376,491
2011,Broadland,E14000603,40464,30735,16821,13914,229,3998,545,3453,4856,4312,544,646
2011,Broxbourne,E14000606,39751,29279,13330,15949,422,5379,1148,4231,4363,4086,277,308
2011,Bury St Edmunds,E14000613,47932,33229,17154,16075,483,6639,3382,3257,6933,5890,1043,648
2011,Cambridge,E14000617,43290,20122,10425,9697,507,10296,6762,3534,11692,10670,1022,673
2011,Castle Point,E14000622,36440,30101,15691,14410,103,1949,1453,496,3968,3584,384,319
2011,Central Suffolk and North Ipswich,E14000624,40740,30436,16261,14175,211,5096,3035,2061,4380,3937,443,617
2011,Chelmsford,E14000628,44183,30874,13757,17117,332,6624,1094,5530,5907,5482,425,446
2011,Clacton,E14000642,39357,28908,18620,10288,153,3049,1425,1624,6752,6162,590,495
2011,Colchester,E14000644,45489,26723,11766,14957,241,7584,4417,3167,10487,9148,1339,454
2011,Epping Forest,E14000693,39751,28266,13412,14854,165,6264,4986,1278,4551,4218,333,505
2011,Great Yarmouth,E14000717,42079,27073,15024,12049,146,7255,5824,1431,6926,6280,646,679
2011,Harlow,E14000729,38878,22854,9053,13801,337,11141,9624,1517,4180,3868,312,366
2011,Harwich and North Essex,E14000734,38128,29072,15845,13227,142,3363,2419,944,5079,4578,501,472
2011,Hemel Hempstead,E14000739,41134,24783,10442,14341,293,10793,8578,2215,4904,4516,388,361
2011,Hertford and Stortford,E14000744,44188,31367,13657,17710,459,5590,866,4724,6230,5804,426,542
2011,Hertsmere,E14000745,39778,26897,12489,14408,471,6932,756,6176,4981,4500,481,497
2011,Hitchin and Harpenden,E14000749,40609,29188,13787,15401,324,5304,2882,2422,5357,4977,380,436
2011,Huntingdon,E14000757,46326,32298,14646,17652,400,6401,1243,5158,6775,6056,719,452
2011,Ipswich,E14000761,47269,25877,11536,14341,306,10129,6422,3707,10404,9812,592,553
2011,Luton North,E14000800,36091,24361,10427,13934,145,5875,4196,1679,5383,4922,461,327
2011,Luton South,E14000801,40766,22415,9317,13098,151,6040,3925,2115,11684,11102,582,476
2011,Maldon,E14000806,36715,29112,14365,14747,146,3458,316,3142,3603,3200,403,396
2011,Mid Bedfordshire,E14000813,40149,29857,13458,16399,327,4475,564,3911,4913,3932,981,577
2011,Mid Norfolk,E14000816,41811,30204,16574,13630,300,4915,866,4049,5717,5006,711,675
2011,North East Bedfordshire,E14000841,42180,31352,13981,17371,507,5350,516,4834,4462,4064,398,509
2011,North East Cambridgeshire,E14000842,47618,33249,16652,16597,288,6188,1003,5185,7188,6553,635,705
2011,North East Hertfordshire,E14000845,39375,26576,12679,13897,220,7694,2345,5349,4377,3981,396,508
2011,North Norfolk,E14000848,38486,27210,17992,9218,176,4869,899,3970,5470,4917,553,761
2011,North West Cambridgeshire,E14000855,51186,34558,14629,19929,463,7145,1905,5240,8430,7358,1072,590
2011,North West Norfolk,E14000859,41328,27976,16138,11838,206,6239,1482,4757,6065,5428,637,842
2011,Norwich North,E14000863,38926,25240,12829,12411,223,7907,5604,2303,5221,4740,481,335
2011,Norwich South,E14000864,44159,19870,10145,9725,339,13535,9808,3727,9895,9160,735,520
2011,Peterborough,E14000878,45844,26419,12030,14389,334,9827,3414,6413,8733,8077,656,531
2011,Rayleigh and Wickford,E14000888,39609,33459,16369,17090,141,2419,896,1523,3315,3009,306,275
2011,Rochford and Southend East,E14000899,42889,25065,11643,13422,232,7056,3342,3714,10113,9508,605,423
2011,Saffron Walden,E14000910,40487,29162,14064,15098,380,5290,2837,2453,5008,4387,621,647
2011,South Basildon and East Thurrock,E14000933,39491,26162,11128,15034,464,8210,5474,2736,4305,3922,383,350
2011,South Cambridgeshire,E14000934,44074,31196,15453,15743,884,6444,3998,2446,4903,4305,598,647
2011,South East Cambridgeshire,E14000937,46926,31888,15503,16385,816,6639,2162,4477,6566,5801,765,1017
2011,South Norfolk,E14000941,41898,31284,17002,14282,381,4833,1161,3672,4688,4192,496,712
2011,South Suffolk,E14000946,39335,28305,15680,12625,187,5133,3424,1709,4938,4228,710,772
2011,South West Bedfordshire,E14000949,42258,30079,12989,17090,362,6247,4423,1824,5124,4651,473,446
2011,South West Hertfordshire,E14000951,42509,31044,15091,15953,171,6031,3110,2921,4821,4257,564,442
2011,South West Norfolk,E14000952,42934,29248,15763,13485,204,5746,1133,4613,6848,5640,1208,888
2011,Southend West,E14000957,38050,27873,13273,14600,97,2669,1922,747,7098,6638,460,313
2011,St Albans,E14000960,39384,27544,12698,14846,260,5279,3388,1891,5888,5485,403,413
2011,Stevenage,E14000968,39247,23460,9318,14142,440,10562,8173,2389,4463,4073,390,322
2011,Suffolk Coastal,E14000981,44173,31349,19189,12160,205,5654,1115,4539,6252,5531,721,713
2011,Thurrock,E14000995,45898,28267,9890,18377,269,9939,8872,1067,7070,6677,393,353
2011,Watford,E14001021,46322,29962,12260,17702,489,7320,1834,5486,8189,7667,522,362
2011,Waveney,E14001022,44808,30947,17510,13437,179,6288,3554,2734,6866,6278,588,528
2011,Welwyn Hatfield,E14001027,41520,23176,10493,12683,391,11659,8651,3008,5747,5380,367,547
2011,West Suffolk,E14001034,46488,28850,13751,15099,497,7162,2749,4413,8715,7723,992,1264
2011,Witham,E14001045,36748,26915,12825,14090,153,5152,1569,3583,4105,3674,431,423
2011,Barking,E14000540,45172,19403,6613,12790,684,16193,13752,2441,8448,7889,559,444
2011,Battersea,E14000549,48044,20177,8006,12171,854,11293,6950,4343,15226,14473,753,494
2011,Beckenham,E14000551,36705,28220,13796,14424,176,2973,282,2691,4965,4658,307,371
2011,Bermondsey and Old Southwark,E14000553,55103,13447,4243,9204,1440,23972,16953,7019,15477,14475,1002,767
2011,Bethnal Green and Bow,E14000555,48590,11354,4058,7296,1095,20733,10394,10339,14862,13947,915,546
2011,Bexleyheath and Crayford,E14000558,35103,25586,11314,14272,246,5548,848,4700,3435,3133,302,288
